video_id,title,published_at,duration,views,likes,comments,tags,channel
SbFlG6d5vtM,"""On my life this is getting RIFLED into the top corner""",2022-05-14T20:49:00Z,PT35S,291843,6248,23,"chrismd,shorts",ChrisMD but shorter
rYDUOaQiA8c,ChrisMD Calls This Premier League Player A Virgin,2022-05-14T00:31:28Z,PT29S,6259,357,6,"chrismd,shorts",ChrisMD but shorter
mfNabVBQZY8,Proof Cal The Dragon is the Best Goalkeeper on the Internet,2022-05-13T22:47:17Z,PT16S,64418,2525,33,"chrismd,shorts",ChrisMD but shorter
4BPfSrDseUc,Is This The Dirtiest Free Kick Of All Time?,2022-05-12T20:57:37Z,PT9S,126059,5352,22,"chrismd,shorts",ChrisMD but shorter
mnHRCwLlT8E,Rio Ferdinand Reacts to ChrisMD's Best Goals...,2022-05-11T23:04:57Z,PT31S,151912,8323,24,"chrismd,shorts",ChrisMD but shorter
M-Od8cXSht4,ChrisMD Obliterates Shannon's Car With A Failed Trickshot,2022-05-11T22:56:50Z,PT27S,7078,305,7,"chrismd,shorts",ChrisMD but shorter
fUwowcLtwKs,No Mannequins Were Harmed In The Making Of This Free Kick,2022-05-10T22:45:10Z,PT35S,6230,313,8,"chrismd,shorts",ChrisMD but shorter
Vw80-zOHsJA,This Miniminter Strike Nearly Ended W2S's Life,2022-05-09T21:59:14Z,PT28S,33057,811,12,"chrismd,shorts",ChrisMD but shorter
bth5RRFSfQU,"""This is what I call the knuckleball of dreams!""",2022-05-07T15:02:51Z,PT32S,21119,810,15,"chrismd,shorts",ChrisMD but shorter
W4sgj_wgCxc,The Most Important Shot Of ChrisMD's Whole Career,2022-05-05T23:36:45Z,PT26S,10001,416,4,"chrismd,shorts",ChrisMD but shorter
e5EzA7DNMbA,ChrisMD Had To Sleep On The Couch After This...,2022-05-03T21:33:16Z,PT26S,18191,628,5,"chrismd,shorts",ChrisMD but shorter
o5iZM5D5gLA,Why Stephen Tries Is Going To Win A Grammy,2022-05-02T22:15:01Z,PT35S,220521,12827,47,"chrismd,shorts",ChrisMD but shorter
ySpvCWXUkow,"""I'm hitting this first time""",2022-05-02T21:57:45Z,PT29S,19364,594,6,"chrismd,shorts",ChrisMD but shorter
eRnsZrQdfk8,ChrisMD Will Never Forget Assisting This Fabregas Goal,2022-05-01T00:33:18Z,PT28S,414830,6566,71,"chrismd,shorts",ChrisMD but shorter
CqZH7L__d60,Proof Cal The Dragon Is the Best Goalkeeper on the Internet,2022-04-30T20:53:37Z,PT8S,42353,1295,20,"chrismd,shorts",ChrisMD but shorter
_HF9iOnqP9M,How W2S Got This ChrisMD Video Instantly Demonetised,2022-04-29T21:06:53Z,PT40S,7801,469,11,"chrismd,shorts",ChrisMD but shorter
lxppOTaYEro,This ChrisMD Free Kick is a Work Of Art,2022-04-29T00:18:04Z,PT7S,73505,2790,13,"chrismd,shorts",ChrisMD but shorter
5f5cyZ_oLSY,"""This one's called TOP BINS ONLY""",2022-04-28T23:23:59Z,PT38S,15275,493,4,"chrismd,shorts",ChrisMD but shorter
2SUqt3vhwIM,"""Oi Jorginho, take notes""",2022-04-27T23:45:29Z,PT27S,63326,1280,16,"chrismd,shorts",ChrisMD but shorter
aJ2mu9oQRPE,"""This one's going RIGHT in that corner""",2022-04-26T23:09:01Z,PT37S,467227,9134,33,"chrismd,shorts",ChrisMD but shorter
MioTlrQek08,"""It'd be rude not to hit this top bins""",2022-04-25T20:57:07Z,PT50S,31921,821,6,"chrismd,shorts",ChrisMD but shorter
XldKRiTnVh0,Why W2S Deleted His Main Channel,2022-04-24T23:37:25Z,PT44S,39615,1316,16,"chrismd,shorts",ChrisMD but shorter
wZNp47TvvSI,Is This The Next Football Wonderkid?,2022-04-24T23:06:19Z,PT5S,78362,3391,46,"chrismd,shorts",ChrisMD but shorter
tssYW9GgkPM,"""This is something only me and Neymar can do""",2022-04-23T23:01:56Z,PT42S,444460,10527,233,"chrismd,shorts",ChrisMD but shorter
n1ROPdjVevk,ChrisMD's Tackle Sends Chunkz To The Next Universe,2022-04-23T01:21:37Z,PT45S,869974,17190,104,"chrismd,shorts",ChrisMD but shorter
DsItW2UpFO4,"""Chris, I want a few on the volley""",2022-04-22T00:27:36Z,PT41S,72693,1587,11,"chrismd,shorts",ChrisMD but shorter
2euN3mxwz68,"""Oh pick that one out!!!""",2022-04-20T23:43:38Z,PT44S,37345,1035,20,"chrismd,shorts",ChrisMD but shorter
A-GFC8m0xbA,Inside the Mind of W2S...,2022-04-20T21:11:22Z,PT11S,38898,1699,7,"chrismd,shorts",ChrisMD but shorter
EXQVVYJNrwI,W2S's Mum Gets in an Argument With Stephen Tries,2022-04-19T23:25:04Z,PT31S,1316272,66989,86,"chrismd,shorts",ChrisMD but shorter
yN0wEywLEXs,Shannon Risks Her Relationship With ChrisMD For This Joke,2022-04-19T23:17:17Z,PT42S,767965,15967,188,"chrismd,shorts",ChrisMD but shorter
iMv0XysnL6o,ChrisMD Shows Cal The Dragon How To Be A Proper YouTube Goalkeeper,2022-04-19T00:15:14Z,PT33S,12069,451,7,"chrismd,shorts",ChrisMD but shorter
C7DKU--j5mU,Cal The Dragon Makes ChrisMD Look Like an Absolute Mug,2022-04-18T01:57:17Z,PT27S,16927,470,10,"chrismd,shorts",ChrisMD but shorter
JX6bMGhk1Ao,Why Cal the Dragon Won't Work With YouTubers Anymore...,2022-04-17T21:59:50Z,PT17S,722738,21333,101,"chrismd,shorts",ChrisMD but shorter
SUsGk4VxNds,Shannon Will Never Forgive ChrisMD For This...,2022-04-16T21:44:22Z,PT32S,39174,1144,9,"chrismd,shorts",ChrisMD but shorter
Zi8w3K4zgWs,The Best Goal Cal the Dragon Has Ever Conceded,2022-04-15T23:39:04Z,PT40S,59777,1184,35,"chrismd,shorts",ChrisMD but shorter
ypebLKjq-d4,Proof W2S is the Best Football YouTuber,2022-04-15T19:25:02Z,PT19S,312325,11885,40,"chrismd,shorts",ChrisMD but shorter
Gb4gDsy8S6U,"""No no no, cut it out, cut it out""",2022-04-14T22:29:50Z,PT28S,37650,932,5,"chrismd,shorts",ChrisMD but shorter
s4etYIlLeQc,What Was Cal The Dragon Like Off Camera?,2022-04-13T21:29:22Z,PT57S,101296,2044,17,"chrismd,shorts",ChrisMD but shorter
Qjj650egPKA,W2S Panenkas ChrisMD and Costs Him £1000,2022-04-13T00:08:01Z,PT28S,73040,1646,17,"chrismd,shorts",ChrisMD but shorter
R9NRI7torow,ChrisMD Simply Stands By as W2S Assaults Vikkstar,2022-04-11T21:58:29Z,PT30S,30927,935,27,"chrismd,shorts",ChrisMD but shorter
iWCZEjE51DM,Why Kevin De Bruyne Will Win The Ballon d'Or,2022-04-10T23:06:40Z,PT21S,330786,15775,685,"chrismd,shorts",ChrisMD but shorter
qfWNWIkVaY0,Cal the Dragon Hits W2S With a Brutal Red Arse,2022-04-10T22:40:30Z,PT39S,91087,1698,17,"chrismd,shorts",ChrisMD but shorter
73Yo6lU4PtU,Cal the Dragon Makes the Greatest Save of His Life,2022-04-10T00:25:33Z,PT27S,141407,2697,47,"chrismd,shorts",ChrisMD but shorter
nDFlbz610tc,W2S Turns Into Prime Cristiano Ronaldo When There's £20 on the Line,2022-04-08T23:51:35Z,PT27S,26651,886,20,"chrismd,shorts",ChrisMD but shorter
YSsw6iB2dv0,This ChrisMD Volley Would've Gone Down In YouTube History,2022-04-08T00:14:34Z,PT26S,65225,1614,22,"chrismd,shorts",ChrisMD but shorter
Hh8ScF_YbWU,Yung Filly Can't Stop Laughing at ChrisMD,2022-04-07T20:37:58Z,PT16S,38937,2016,9,"chrismd,shorts",ChrisMD but shorter
cwL5ST5LNNo,Is It Possible To Score A Better Penalty Than This?,2022-04-06T22:57:51Z,PT31S,29194,1062,36,"chrismd,shorts",ChrisMD but shorter
QYx5XHavXNA,Stephen Tries Bullying W2S for 90 Seconds Straight,2022-04-06T21:38:32Z,PT1M32S,18415,803,6,"chrismd,shorts",ChrisMD but shorter
ZUlW33_r5As,W2S and Stephen Tries Have The Drunkest Race of all Time,2022-04-05T22:32:36Z,PT27S,54011,4379,11,"chrismd,shorts",ChrisMD but shorter
K3QTGkXbVqw,ChrisMD's Dad Disowned Him Shortly After This Free Kick,2022-04-05T01:57:40Z,PT34S,62560,1674,14,"chrismd,shorts",ChrisMD but shorter
5Zbmddk3vXQ,ChrisMD Will Never Forgive the Sidemen For This...,2022-04-04T22:03:58Z,PT22S,48397,2153,19,"chrismd,shorts",ChrisMD but shorter
8QfQv8VnzsU,Why ChrisMD is Suing the Sidemen,2022-04-04T02:25:52Z,PT55S,109251,2643,56,"chrismd,shorts",ChrisMD but shorter
JWgRfmiAnV0,The Clip That Convinced Man City To Sign De Bruyne,2022-04-03T02:18:14Z,PT43S,562689,13345,134,"chrismd,shorts",ChrisMD but shorter
Gtya3_IMGPw,Emile Smith Rowe and ChrisMD Violate Chunkz,2022-04-01T22:34:25Z,PT35S,56676,1313,11,"chrismd,shorts",ChrisMD but shorter
AGOZSQtsUh0,"""Chunkz I want this top bins""",2022-03-31T22:25:15Z,PT33S,271847,5822,48,"chrismd,shorts",ChrisMD but shorter
E8RaVd3Eow4,Is this the Most Satisfying Goal on YouTube?,2022-03-30T21:36:52Z,PT32S,135003,2845,55,"chrismd,shorts",ChrisMD but shorter
vA2ZUxx3JDo,"""What would the F2 do in this situation?""",2022-03-29T23:32:47Z,PT35S,58686,1274,18,"chrismd,shorts",ChrisMD but shorter
MZL1I-eSTzk,ChrisMD Will Never Recover From This Sidemen Abuse,2022-03-29T00:05:45Z,PT18S,179256,7159,16,"chrismd,shorts",ChrisMD but shorter
oNHvCA-J-Ds,"""I'VE DENTED IT!""",2022-03-28T21:29:32Z,PT34S,19933,665,9,"chrismd,shorts",ChrisMD but shorter
buchyi9-l7s,ChrisMD Gets Told Off By Cristiano Ronaldo's Manager,2022-03-27T21:51:51Z,PT30S,23690,851,12,"chrismd,shorts",ChrisMD but shorter
OKhnPDPvKdU,Theo Baker Voice Cracks at the Worst Possible Time,2022-03-26T23:52:18Z,PT38S,116645,2761,8,"chrismd,shorts",ChrisMD but shorter
baj81s4p6Q0,"""This is a man in the PRIME of his game""",2022-03-25T03:22:22Z,PT27S,66818,1629,15,"chrismd,shorts",ChrisMD but shorter
5KjgWncSI2Y,ChrisMD Was Startstruck By This Cesc Fabregas Free Kick,2022-03-24T03:45:24Z,PT32S,43864,1215,17,"chrismd,shorts",ChrisMD but shorter
FgKxlwRXspE,"""You have one shot left, make it count""",2022-03-23T03:26:56Z,PT34S,193379,4216,63,"chrismd,shorts",ChrisMD but shorter
Zlcco6TsSsI,This ChrisMD Goal Would Make Quaresma Proud,2022-03-22T03:19:22Z,PT26S,46639,1014,11,"chrismd,shorts",ChrisMD but shorter
zy280D-uaQU,"""The police are at my door....""",2022-03-21T21:58:00Z,PT1M20S,13406,785,12,"chrismd,shorts",ChrisMD but shorter
eiRsPaHxdyI,ChrisMD Reveals He Was Scouted By Leeds United,2022-03-21T03:29:57Z,PT32S,302122,6495,71,"chrismd,shorts",ChrisMD but shorter
jwM-A2xhjXY,ChrisMD Scores A Freak Last Minute Goal Vs KSI,2022-03-20T03:29:00Z,PT34S,19985,652,8,"chrismd,shorts",ChrisMD but shorter
7LIuTWmNOsk,Proof ChrisMD is Whipped by his Girlfriend,2022-03-19T04:35:15Z,PT33S,30027,843,10,"chrismd,shorts",ChrisMD but shorter
J81xh8ZnP0o,Ben Foster Approved Of This ChrisMD Thunderbolt,2022-03-18T02:13:06Z,PT14S,74580,2871,11,"chrismd,shorts",ChrisMD but shorter
SMOAGlIQqHw,"""I'm going to hit this so hard my hip will snap""",2022-03-17T22:07:45Z,PT41S,177494,3630,25,"chrismd,shorts",ChrisMD but shorter
pVRHUqdRGPc,"The definition of ""he scores when he wants""",2022-03-17T02:10:30Z,PT16S,28658,1568,17,"chrismd,shorts",ChrisMD but shorter
bDMKbMEorKA,"""I'm better than most Premier League footballers at penalties""",2022-03-16T22:22:43Z,PT28S,10694,503,5,"chrismd,shorts",ChrisMD but shorter
MO4S9BVERJc,Miniminter Makes ChrisMD's Girlfriend Cry,2022-03-15T23:26:02Z,PT46S,2950199,55302,584,"chrismd,shorts",ChrisMD but shorter
vP322CsqPq4,"""I'm about to rifle this so hard into the top corner""",2022-03-14T23:40:32Z,PT49S,347491,7978,63,"chrismd,shorts",ChrisMD but shorter
lkeKH0RKmLI,ChrisMD Airs Cristiano Ronaldo,2022-03-13T23:44:04Z,PT32S,8335,618,13,"chrismd,shorts",ChrisMD but shorter
oJokJUCWAak,"""This is the Pure Israeli Talent of Yossi Benayoun""",2022-03-12T23:57:19Z,PT27S,41684,1376,41,"chrismd,shorts",ChrisMD but shorter
zfTKOESzpjs,"""It's a Shame to See a Once Great YouTuber Fall to Pieces""",2022-03-12T03:37:34Z,PT8S,10500,531,7,"chrismd,shorts",ChrisMD but shorter
AggOCN-IzZ4,It's Unlikely That W2S Will Recover From This,2022-03-11T22:20:31Z,PT16S,25358,1513,14,"chrismd,shorts",ChrisMD but shorter
uRRpCUqoAHU,Alan Shearer Would be Proud of This WillNE Screamer,2022-03-11T02:30:23Z,PT33S,16385,704,9,"chrismd,shorts",ChrisMD but shorter
gt3zF2MoP6U,Why is This Still the Funniest Thing on Planet Earth?,2022-03-10T21:31:21Z,PT25S,80416,4352,29,"chrismd,shorts",ChrisMD but shorter
AgZgJFW1tI4,ChrisMD Will Show This Volley To His Children,2022-03-10T02:41:55Z,PT30S,40476,1390,20,"chrismd,shorts",ChrisMD but shorter
k8Cr75eCeyw,No Keeper In The World Could Stop This ChrisMD Penalty,2022-03-09T03:35:33Z,PT27S,27729,1024,17,"chrismd,shorts",ChrisMD but shorter
E8cL3z8cd1c,"""He is a GOD of the game!""",2022-03-08T03:15:17Z,PT31S,52094,1499,25,"chrismd,shorts",ChrisMD but shorter
YfGEu_-t0OQ,"""Is ChrisMD Gay?""",2022-03-07T03:54:08Z,PT26S,46325,1821,10,"chrismd,shorts",ChrisMD but shorter
nsmi_SVkIsk,Proof W2S is a Bad Person,2022-03-06T23:15:10Z,PT6S,400601,14626,108,"chrismd,shorts",ChrisMD but shorter
tpoU2y_NVp8,WillNE Yeets W2S's Phone back to Guernsey,2022-03-06T02:18:11Z,PT37S,8932,490,15,"chrismd,shorts",ChrisMD but shorter
c8Xjuc00TI8,W2S Woke Up Feeling Dangerous,2022-03-05T02:49:38Z,PT16S,59059,3273,18,"chrismd,shorts",ChrisMD but shorter
3fpb9qD0cbM,Why ChrisMD Doesn't Like W2S When He's Drunk,2022-03-05T01:41:51Z,PT28S,299808,5146,31,"chrismd,shorts",ChrisMD but shorter
vMk6_2UN5iY,Stephen Tries Drunk Rapping Reveals W2S's Real Laugh,2022-03-03T23:38:43Z,PT47S,784855,23690,159,"chrismd,shorts",ChrisMD but shorter
AyZZWb4cHvI,"""Oi Chris, hit that""",2022-03-02T22:40:04Z,PT37S,366191,9024,52,"chrismd,shorts",ChrisMD but shorter
7vUEOt3VUJM,"""How would you describe your love making technique?""",2022-03-02T00:36:00Z,PT17S,264411,6589,39,"chrismd,shorts",ChrisMD but shorter
DdU9JPsWu1A,"""FOR QUEEN AND COUNTRY!""",2022-03-01T01:14:02Z,PT18S,39272,1509,17,"chrismd,shorts",ChrisMD but shorter
U4mzSIxFbPk,"Forget Ronaldo Vs Messi, KSI Vs Messi is the new debate",2022-03-01T00:31:34Z,PT8S,41402,1680,11,"chrismd,shorts",ChrisMD but shorter
UN2fUOXh40k,"""I was Raised on Faisal Manji""",2022-02-28T01:27:24Z,PT10S,66261,2223,22,"chrismd,shorts",ChrisMD but shorter
R9JDssd7Sss,"""FOR THE YEAR 3s!""",2022-02-26T21:18:33Z,PT29S,147217,5955,28,"chrismd,shorts",ChrisMD but shorter
DkrWV-O75qA,ChrisMD's Editor Scores ANOTHER Last Minute Screamer,2022-02-26T03:20:29Z,PT44S,161921,5929,116,"chrismd,shorts",ChrisMD but shorter
9Yi6B9PA4eY,"""It Falls for GERRARDDDDD!""",2022-02-25T00:20:30Z,PT27S,185907,4410,19,"chrismd,shorts",ChrisMD but shorter
OMAqBcbo4pA,"""HAVE THAT YA C***""",2022-02-24T01:18:21Z,PT33S,330778,8644,30,"chrismd,shorts",ChrisMD but shorter
RIRscKLtIYg,ChrisMD Scores a SCREAMER Whilst Drunk,2022-02-23T23:42:10Z,PT39S,25039,852,13,"chrismd,shorts",ChrisMD but shorter
_-Mv76jHkCw,"""Oh f*ck me it's another blue!""",2022-02-23T03:28:18Z,PT38S,9663,561,5,"chrismd,shorts",ChrisMD but shorter
YllVrEK82jo,The GOAT Debate Has Finally Been Settled.,2022-02-22T23:46:59Z,PT17S,799765,27808,195,"chrismd,shorts",ChrisMD but shorter
xZYyiCdPTn0,ChrisMD's Unstoppable Bicycle Kick Leaves The Keeper Rooted,2022-02-22T03:12:43Z,PT38S,20328,871,16,"chrismd,shorts",ChrisMD but shorter
hH0UDHTTOWQ,ChrisMD Morphs Into Prime Riyad Mahrez Against Spurs Keeper,2022-02-21T01:57:45Z,PT25S,14124,646,14,"chrismd,shorts",ChrisMD but shorter
4eZGMlk7lfU,Simon Minter or Benjamin Pavard? 🤔,2022-02-20T21:24:12Z,PT18S,82256,3956,43,"chrismd,shorts",ChrisMD but shorter
_fVWzc6vn1g,This ChrisMD Penalty Would've Broken The Internet,2022-02-20T01:05:25Z,PT30S,191762,4956,30,"chrismd,shorts",ChrisMD but shorter
foRxc1BZdt0,Yung Filly Physically and Emotionally Violates W2s,2022-02-18T21:44:17Z,PT34S,208011,5326,13,"chrismd,shorts",ChrisMD but shorter
chVx1XjplDk,W2S Sends ChrisMD Back to Jersey,2022-02-17T23:25:33Z,PT27S,152163,4469,46,"chrismd,shorts",ChrisMD but shorter
JfV8J0W247s,Why Yung Filly is a Professional Footballer,2022-02-17T20:25:38Z,PT12S,4473051,168255,565,"chrismd,shorts",ChrisMD but shorter
XaEwDkuHnbE,"""Imagine if there's a TOTY in there as well...""",2022-02-16T23:54:37Z,PT44S,8092,454,9,"chrismd,shorts",ChrisMD but shorter
J6SHWJr2hF4,Ollie Perfectly Pronounces Oyarzabal,2022-02-16T22:02:09Z,PT27S,20693,883,25,"chrismd,shorts",ChrisMD but shorter
hftWKJm5YeI,17 year old ChrisMD had SWAG 🤯🤯🤯,2022-02-16T01:57:27Z,PT44S,9132,467,6,"chrismd,shorts",ChrisMD but shorter
VFrYO1FR8lc,Kevin De Bruyne Packs Himself on FIFA 22,2022-02-16T00:14:16Z,PT30S,21639,992,12,"chrismd,shorts",ChrisMD but shorter
hrGXK7U1sJc,"Ladies, one at a time please",2022-02-15T01:19:48Z,PT11S,68861,3374,46,"chrismd,shorts",ChrisMD but shorter
DY0qwlB8Gko,"""That would've been the best free kick ever scored""",2022-02-14T23:58:32Z,PT35S,67563,2071,22,"chrismd,shorts",ChrisMD but shorter
c2tk3-CfnJQ,Why The Sidemen Don't Make Any More Football Videos,2022-02-14T03:14:37Z,PT42S,60343,1877,23,"chrismd,shorts",ChrisMD but shorter
7v0pYp-KjVE,Why ChrisMD Will Never Play FIFA 22 Ever Again,2022-02-13T02:18:38Z,PT44S,7864,514,18,"chrismd,shorts",ChrisMD but shorter
0tovAlbDWTU,Subscribe to ChrisMD for more crypto trading tips!,2022-02-12T18:09:10Z,PT17S,24004,1026,11,"chrismd,shorts",ChrisMD but shorter
R28gX9eR1EI,When Ollie Ended Sergio Aguero's Career For The 2nd Time,2022-02-12T01:51:22Z,PT29S,8606,510,8,"chrismd,shorts",ChrisMD but shorter
YQ8hUBkd2tI,ChrisMD Packs TOTY 98 Messi,2022-02-11T00:59:19Z,PT57S,6676,383,8,"chrismd,shorts",ChrisMD but shorter
G1ZB8xNKhws,ChrisMD Risks His Entire Relationship For This Joke,2022-02-10T02:14:16Z,PT32S,290326,7406,69,"chrismd,shorts",ChrisMD but shorter
YhV5Rw7xZyI,"Messi is the Greatest Player on Earth, Because Oliver Dixon is Out of This World",2022-02-09T22:15:06Z,PT17S,240030,9881,74,"chrismd,shorts",ChrisMD but shorter
tSNpn9M4Kp8,"""That would've been the best moment of my life!""",2022-02-09T00:57:06Z,PT31S,133097,3546,26,"chrismd,shorts",ChrisMD but shorter
cdLh-8mAIwk,Should ChrisMD Be Cancelled For This Comment?!,2022-02-08T02:08:55Z,PT10S,24229,972,22,"chrismd,shorts",ChrisMD but shorter
3S-35YbUjqM,W2S Retired Shortly After This Was Recorded,2022-02-07T22:36:32Z,PT10S,355280,12377,54,"chrismd,shorts",ChrisMD but shorter
3vuTUYC1YTo,Every TOTY ChrisMD Has Ever Packed,2022-02-06T22:30:00Z,PT8M56S,30028,1487,63,"chrismd,shorts",ChrisMD but shorter
qjeiqoL_OLc,"""I used to play pro back in Colombia""",2022-02-06T00:44:31Z,PT12S,923456,24255,799,"chrismd,shorts",ChrisMD but shorter
pjiI8X8FzIs,"“Oi Harry, hit that”",2022-02-04T22:23:55Z,PT33S,1103468,22333,70,"chrismd,shorts",ChrisMD but shorter
KKTnRoCUjEw,"""You can't get more top corner than that""",2022-02-03T22:24:42Z,PT43S,143198,4012,90,"chrismd,shorts",ChrisMD but shorter
OAhA8soo8fI,ChrisMD Scored his Greatest Ever Knuckleball Whilst Warming Up,2022-02-02T23:48:13Z,PT41S,405448,9150,69,"chrismd,shorts",ChrisMD but shorter
Qfertp65AIU,This Volley Was Prime ChrisMD,2022-02-01T23:52:32Z,PT40S,82272,2550,30,"chrismd,shorts",ChrisMD but shorter
ofln9kZkLOk,Mikel Arteta Roasting Theo Baker For 90 Seconds Straight,2022-02-01T01:56:29Z,PT1M31S,19242,711,5,"chrismd,shorts",ChrisMD but shorter
3gIb90OEqEw,"""Oh My God... YES""",2022-01-31T01:53:46Z,PT43S,42042,1518,23,"chrismd,shorts",ChrisMD but shorter
enxRaAqEeMo,This ChrisMD Knuckleball Belongs in a Museum,2022-01-30T02:00:14Z,PT33S,774330,13632,108,"chrismd,shorts",ChrisMD but shorter
1nbpV8zly_I,Theo Baker Tries To Mug Off ChrisMD But Fails Miserably,2022-01-28T03:01:23Z,PT27S,18533,669,7,"chrismd,shorts",ChrisMD but shorter
geXd0Sy7XEA,ChrisMD Nearly Breaks The Set LIVE On Sky Sports,2022-01-27T02:46:12Z,PT39S,22755,881,20,"chrismd,shorts",ChrisMD but shorter
Eghc9O89vqk,"ChrisMD Spends £6,000 For This INSANE TOTY Mbappe Pack",2022-01-26T02:30:03Z,PT29S,16933,819,18,"chrismd,shorts",ChrisMD but shorter
jGIpOfiyKJI,"""Oooo, That Was Cold""",2022-01-25T02:33:54Z,PT28S,326555,9765,24,"chrismd,shorts",ChrisMD but shorter
xJIK2e57Wm4,"""I Feel Like I Can Defend Pretty Well These Days""",2022-01-24T02:13:47Z,PT28S,8940,322,7,"chrismd,shorts",ChrisMD but shorter
4CwecEj2Y3I,When ChrisMD Caught Shannon Texting Other Guys,2022-01-23T02:33:40Z,PT31S,44848,1201,30,"chrismd,shorts",ChrisMD but shorter
n-7OShLzBBA,This Volley is WillNE's Greatest Achievement,2022-01-21T23:09:53Z,PT34S,208082,5058,34,"chrismd,shorts",ChrisMD but shorter
XwOEL55sPj0,ChrisMD Sends W2S Back To Guernsey,2022-01-20T23:56:22Z,PT46S,495134,10873,65,"chrismd,shorts",ChrisMD but shorter
bjJA2X-Oha0,ChrisMD Nutmegs Ben Foster From 30 Yards,2022-01-19T23:33:33Z,PT37S,303671,6955,87,"chrismd,shorts",ChrisMD but shorter
VDfJchCdMFI,Harry Pinero Becomes Prime David Beckham,2022-01-19T01:54:39Z,PT31S,76181,2617,25,"chrismd,shorts",ChrisMD but shorter
uF8D_Wkk_xM,W2S Gets Given the ChrisMD!,2022-01-18T01:40:03Z,PT1M10S,52775,1695,29,"chrismd,shorts",ChrisMD but shorter
Mkgz-7wd8Ss,"""My Name's Harry Pinero, and This is How You Score Free Kicks""",2022-01-16T23:25:24Z,PT30S,138367,3742,27,"chrismd,shorts",ChrisMD but shorter
TJcTsUHGLN4,ChrisMD Disqualifies The Best Thing W2S Has Ever Done,2022-01-15T23:18:46Z,PT26S,242617,6428,49,"chrismd,shorts",ChrisMD but shorter
N9e0OuCkKCg,This Yung Filly Strike Would've Broken The Internet,2022-01-15T02:22:05Z,PT35S,438150,11282,90,"chrismd,shorts",ChrisMD but shorter
GEqG2gWZnRU,"""This One Here Is For Ronaldinho""",2022-01-14T02:48:17Z,PT32S,200247,5473,60,"chrismd,shorts",ChrisMD but shorter
zg78zJFpOkY,HP Brings The Sauce With This AMAZING Half-Volley,2022-01-14T01:31:21Z,PT32S,86678,2314,30,"chrismd,shorts",ChrisMD but shorter
1MrBPVRzkHE,James Ward Prowse Watches This Video Before He Goes To Bed,2022-01-13T01:00:00Z,PT27S,75457,2258,78,"chrismd,shorts",ChrisMD but shorter
wbQvl0qkYL0,"""So This One Here Is Called Inshallah""",2022-01-13T00:24:58Z,PT26S,726030,23340,348,"chrismd,shorts",ChrisMD but shorter
v1VAWuiCjX0,Yung Filly Embarrasses ChrisMD With This OUTRAGEOUS Goal,2022-01-12T02:45:10Z,PT29S,225295,4990,43,"chrismd,shorts",ChrisMD but shorter
CI17cIQ1GSU,"""I'm Better Than Most Premier League Players At Free Kicks""",2022-01-10T23:00:52Z,PT31S,174512,3713,111,"chrismd,shorts",ChrisMD but shorter
opwB_EVQpio,ChrisMD’s Editor Scores the Greatest Ever Goal on His Channel,2022-01-10T02:15:35Z,PT58S,298448,12103,242,"chrismd,shorts",ChrisMD but shorter
MifM1H1Q4lk,ChrisMD's Mum Calls Him A C*nt,2022-01-09T02:06:58Z,PT30S,28355,971,8,"chrismd,shorts",ChrisMD but shorter
45bFsLnS98Q,KSI Making ChrisMD Laugh Hysterically For 4 Minutes Straight,2022-01-07T22:57:22Z,PT4M20S,17386,920,8,"chrismd,shorts",ChrisMD but shorter
plEmlHEthtQ,"""I Wonder If You Can Slide Tackle The Goalkeepers""",2022-01-07T01:25:19Z,PT44S,148124,3254,53,"chrismd,shorts",ChrisMD but shorter
CY8vlp-wZZo,Jamie Carragher Calls ChrisMD A C*nt,2022-01-05T23:06:22Z,PT34S,996099,19266,262,"chrismd,shorts",ChrisMD but shorter
eD1vIKr1XaI,"""I Don't Think I've Ever Struck a Ball So Well In My Life""",2022-01-04T22:33:59Z,PT32S,386499,6840,53,"chrismd,shorts",ChrisMD but shorter
VQhdCRDS8AU,Why ChrisMD Will Never Play FIFA 22 Again,2022-01-04T01:43:41Z,PT35S,87209,2139,23,"chrismd,shorts",ChrisMD but shorter
_5J1vKGgk8I,ChrisMD Reveals W2S's Daily Earnings...,2022-01-02T23:18:39Z,PT34S,7409,343,4,"chrismd,shorts",ChrisMD but shorter
akvYZztWdj0,Why ChrisMD's New Year's Resolution Is To Get Revenge On The Sidemen,2022-01-01T23:29:00Z,PT27S,5556,330,3,"chrismd,shorts",ChrisMD but shorter
wzbRtLY-C6E,ChrisMD Gets Bullied For Being 5 Foot 6 For 1 Minute 40 Seconds Straight,2022-01-01T02:18:58Z,PT1M47S,219426,4429,155,"chrismd,shorts",ChrisMD but shorter
h6jJs0vHGxI,When ChrisMD Embarrassed Himself At Man City's Ground For A Minute Straight,2021-12-31T03:21:42Z,PT1M12S,9017,304,8,"chrismd,shorts",ChrisMD but shorter
JOqb_wwtK6E,When ChrisMD Made A Fan Break Down In Tears Over The Phone,2021-12-30T02:37:07Z,PT40S,5760,337,3,"chrismd,shorts",ChrisMD but shorter
abO4LrsZd04,Why ChrisMD Should Have Been ARRESTED On His Road Trip,2021-12-27T02:23:40Z,PT51S,5720,397,11,"chrismd,shorts",ChrisMD but shorter
